PSD @ YYE. Simulation done on 2023- 5- 2   17h57
  -98.641961820683520       -482.36414311648809     
  -94.025072133457940       -482.51786279950016     
  -93.736391348013669       -482.05648940455563     
  -93.960873856431618       -482.53099457827545     
  -94.213951478845900       -482.94130422644531     
  -93.761149289364781       -482.73861373378742     
  -93.605774386527585       -482.87281066257378     
 #           21
   0.0000000000000000        0.0000000000000000     
  -272.46066710886021        95.386153145664721     
  -272.54860261179959        100.40958231949551     
  -210.33009987463535        18.518559866864209     
  -113.16256400587045       -59.142256984556141     
   100.84526179420621        19.430160082746568     
   308.43026191212584       -87.043790979786877     
   152.64480422028231       -156.32147548521331     
   282.08974638434916       -187.27483805387141     
   192.58330037183958       -235.12052055568802     
   139.32543757775869       -229.49053516614339     
   181.43242893737471       -279.26362926592225     
   188.78816433692049       -272.91332279575784     
   198.18186651074819       -287.22707334326594     
   200.04529091483283       -288.00365880367815     
   199.42124296241053       -288.25153758687179     
   199.28596175828733       -287.81668040712549     
   198.59177112181561       -287.22798808879850     
   199.13262187543214       -288.89985435434937     
   199.36698698547792       -288.74226153984483     
   199.45486677538725       -288.87387118541704     
   199.43882963037572       -288.87073005270355     
   199.45775591618406       -288.89628587525408     
 #           22
   0.0000000000000000        0.0000000000000000     
  -263.48814770911662        117.92934049740155     
  -264.96937552194731        117.57494062183392     
  -261.20253808447717      -0.35731150016309243     
  -192.03701530046470       -20.829481701555974     
  -331.05406625382466        11.923782896525122     
  -339.51564933173790        10.758529417227148     
  -339.57248304078666        10.793741493741059     
  -339.61143010814385        10.699394376102163     
  -339.61909680258066        10.700322960630004     
  -339.62242972516412        10.708306492051035     
  -339.62207762142049        10.691675378504566     
 #           23
   0.0000000000000000        0.0000000000000000     
  -140.44748215876035       -252.20594380108895     
  -111.04054320562031       -230.63666429167245     
  -30.893915395550266       -224.37186604223160     
   103.75349354533540       -289.87325286007490     
   88.082532192205719       -341.42954824746562     
   96.769979164646671       -382.19274399849508     
   90.670843880043321       -368.93382922152813     
   67.676416995103651       -357.48945066915053     
